2025-04-04 15:15:45,301 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.35% | Other:  98.65%
2025-04-04 15:15:47,295 - debugger - DEBUG - Noise classified as: other | Gunshot:   2.75% | Other:  97.25%
2025-04-04 15:15:49,286 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.96% | Other:  99.04%
2025-04-04 15:15:51,287 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.25% | Other:  99.75%
2025-04-04 15:15:53,281 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.22% | Other:  98.78%
2025-04-04 15:15:55,289 - debugger - DEBUG - Noise classified as: other | Gunshot:   2.65% | Other:  97.35%
2025-04-04 15:15:57,290 - debugger - DEBUG - Noise classified as: other | Gunshot:   2.68% | Other:  97.32%
2025-04-04 15:16:01,304 - debugger - DEBUG - Noise classified as: other | Gunshot:   4.43% | Other:  95.57%
2025-04-04 15:16:03,295 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.02% | Other:  99.98%
2025-04-04 15:16:05,280 - debugger - DEBUG - Noise classified as: other | Gunshot:   4.05% | Other:  95.95%
2025-04-04 15:16:07,293 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.47% | Other:  96.53%
2025-04-04 15:16:09,279 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.77% | Other:  96.23%
2025-04-04 15:16:11,288 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.83% | Other:  98.17%
2025-04-04 15:16:13,287 - debugger - DEBUG - Noise classified as: other | Gunshot:   0.31% | Other:  99.69%
2025-04-04 15:16:15,287 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.22% | Other:  98.78%
2025-04-04 15:16:17,292 - debugger - DEBUG - Noise classified as: other | Gunshot:   1.35% | Other:  98.65%
2025-04-04 15:16:23,290 - debugger - DEBUG - Noise classified as: other | Gunshot:   3.48% | Other:  96.52%
2025-04-04 15:16:25,287 - debugger - DEBUG - Noise classified as: other | Gunshot:   5.92% | Other:  94.08%
